 Óbitos de mulheres em idade fértil e óbitos maternos - Brasil
Óbitos maternosÓbitos maternos tardios por Município
Período:1996-2021
"Município";"Óbitos_maternos";"Óbitos_maternos_tardios"
"354800 SANTO ANTONIO DE POSSE";-;-
"354805 SANTO ANTONIO DO ARACANGUA";1;-
"354810 SANTO ANTONIO DO JARDIM";2;-
"354820 SANTO ANTONIO DO PINHAL";-;-
"354830 SANTO EXPEDITO";-;-
"354840 SANTOPOLIS DO AGUAPEI";-;-
"354850 SANTOS";79;-
"354860 SAO BENTO DO SAPUCAI";1;-
"354870 SAO BERNARDO DO CAMPO";124;5
"354880 SAO CAETANO DO SUL";15;-
"354890 SAO CARLOS";36;4
"354900 SAO FRANCISCO";-;-
"354910 SAO JOAO DA BOA VISTA";6;-
"354920 SAO JOAO DAS DUAS PONTES";1;-
"354925 SAO JOAO DE IRACEMA";-;-
"354930 SAO JOAO DO PAU D'ALHO";-;-
"354940 SAO JOAQUIM DA BARRA";5;-
"354950 SAO JOSE DA BELA VISTA";-;-
"354960 SAO JOSE DO BARREIRO";-;-
"354970 SAO JOSE DO RIO PARDO";8;-
"354980 SAO JOSE DO RIO PRETO";50;1
"354990 SAO JOSE DOS CAMPOS";83;4
"354995 SAO LOURENCO DA SERRA";3;1
"355000 SAO LUIS DO PARAITINGA";2;-
"355010 SAO MANUEL";4;-
"355020 SAO MIGUEL ARCANJO";8;-
"355030 SAO PAULO";2396;105
"355040 SAO PEDRO";6;-
"355050 SAO PEDRO DO TURVO";3;-
"355060 SAO ROQUE";8;-
"355070 SAO SEBASTIAO";11;-
"355080 SAO SEBASTIAO DA GRAMA";3;-
"355090 SAO SIMAO";5;-
"355100 SAO VICENTE";98;2
"355110 SARAPUI";3;-
"355120 SARUTAIA";-;-
"355130 SEBASTIANOPOLIS DO SUL";-;-
"355140 SERRA AZUL";3;-
"355150 SERRANA";3;-
"355160 SERRA NEGRA";4;-
"355170 SERTAOZINHO";14;2
"355180 SETE BARRAS";3;-
"355190 SEVERINIA";1;1
"355200 SILVEIRAS";2;-
"355210 SOCORRO";4;-
"355220 SOROCABA";119;3
"355230 SUD MENNUCCI";1;-
"355240 SUMARE";43;-
"355250 SUZANO";71;2
"355255 SUZANAPOLIS";-;-
"355260 TABAPUA";1;-
"355270 TABATINGA";3;1
"355280 TABOAO DA SERRA";60;2
"355290 TACIBA";2;-
"355300 TAGUAI";4;-
"355310 TAIACU";1;-
"355320 TAIUVA";1;-
"355330 TAMBAU";6;-
"355340 TANABI";4;-
"355350 TAPIRAI";-;-
"355360 TAPIRATIBA";2;-
"355365 TAQUARAL";-;-
"355370 TAQUARITINGA";10;-
"355380 TAQUARITUBA";5;-
"355385 TAQUARIVAI";1;-
"355390 TARABAI";2;-
"355395 TARUMA";2;-
"355400 TATUI";20;-
"355410 TAUBATE";41;-
"355420 TEJUPA";-;-
"355430 TEODORO SAMPAIO";6;-
"355440 TERRA ROXA";3;-
"355450 TIETE";4;1
"355460 TIMBURI";-;-
"355465 TORRE DE PEDRA";-;-
"355470 TORRINHA";-;-
"355475 TRABIJU";-;-
"355480 TREMEMBE";4;-
"355490 TRES FRONTEIRAS";-;-
"355495 TUIUTI";-;-
"355500 TUPA";10;-
"355510 TUPI PAULISTA";1;-
"355520 TURIUBA";-;-
"355530 TURMALINA";-;-
"355535 UBARANA";2;-
"355540 UBATUBA";13;-
"355550 UBIRAJARA";-;-
"355560 UCHOA";-;-
"355570 UNIAO PAULISTA";-;-
"355580 URANIA";-;-
"355590 URU";-;-
"355600 URUPES";1;-
"355610 VALENTIM GENTIL";1;-
"355620 VALINHOS";8;-
"355630 VALPARAISO";6;-
"355635 VARGEM";-;-
"355640 VARGEM GRANDE DO SUL";6;-
"355645 VARGEM GRANDE PAULISTA";4;-
"355650 VARZEA PAULISTA";19;-
"355660 VERA CRUZ";1;-
"355670 VINHEDO";5;-
"355680 VIRADOURO";3;1
"355690 VISTA ALEGRE DO ALTO";-;-
"355695 VITORIA BRASIL";1;-
"355700 VOTORANTIM";18;-
"355710 VOTUPORANGA";8;-
"355715 ZACARIAS";-;-
"355720 CHAVANTES";5;-
"355730 ESTIVA GERBI";1;-
" MUNICIPIO IGNORADO - PR";-;-
"410010 ABATIA";5;-
"410020 ADRIANOPOLIS";4;2
"410030 AGUDOS DO SUL";-;-
"410040 ALMIRANTE TAMANDARE";31;2
"410045 ALTAMIRA DO PARANA";3;-
"410050 ALTONIA";6;-
"410060 ALTO PARANA";5;-
"410070 ALTO PIQUIRI";3;-
"410080 ALVORADA DO SUL";1;-
"410090 AMAPORA";3;-
"410100 AMPERE";5;-
"410105 ANAHY";1;-
"410110 ANDIRA";6;3
"410115 ANGULO";-;-
"410120 ANTONINA";7;1
"410130 ANTONIO OLINTO";-;-
"410140 APUCARANA";25;6
"410150 ARAPONGAS";16;3
"410160 ARAPOTI";6;1
"410165 ARAPUA";-;-
"410170 ARARUNA";2;-
"410180 ARAUCARIA";30;7
"410185 ARIRANHA DO IVAI";1;-
"410190 ASSAI";8;1
"410200 ASSIS CHATEAUBRIAND";10;-
"410210 ASTORGA";9;1
"410220 ATALAIA";3;1
"410230 BALSA NOVA";1;-
"410240 BANDEIRANTES";12;1
"410250 BARBOSA FERRAZ";3;-
"410260 BARRACAO";-;-
"410270 BARRA DO JACARE";3;-
"410275 BELA VISTA DA CAROBA";-;-
"410280 BELA VISTA DO PARAISO";4;-
"410290 BITURUNA";11;-
"410300 BOA ESPERANCA";-;-
"410302 BOA ESPERANCA DO IGUACU";1;-
"410304 BOA VENTURA DE SAO ROQUE";3;-
"410305 BOA VISTA DA APARECIDA";-;1
"410310 BOCAIUVA DO SUL";-;-
"410315 BOM JESUS DO SUL";-;-
"410320 BOM SUCESSO";2;2
"410322 BOM SUCESSO DO SUL";-;-
"410330 BORRAZOPOLIS";1;-
"410335 BRAGANEY";5;-
"410337 BRASILANDIA DO SUL";-;-
"410340 CAFEARA";-;-
"410345 CAFELANDIA";6;-
"410347 CAFEZAL DO SUL";-;-
"410350 CALIFORNIA";1;-
"410360 CAMBARA";11;1
"410370 CAMBE";15;1
"410380 CAMBIRA";-;-
"410390 CAMPINA DA LAGOA";5;-
"410395 CAMPINA DO SIMAO";3;2
"410400 CAMPINA GRANDE DO SUL";10;1
"410405 CAMPO BONITO";-;-
"410410 CAMPO DO TENENTE";2;-
"410420 CAMPO LARGO";22;2
"410425 CAMPO MAGRO";12;1
"410430 CAMPO MOURAO";19;2
"410440 CANDIDO DE ABREU";5;-
"410442 CANDOI";2;-
"410445 CANTAGALO";4;-
"410450 CAPANEMA";3;-
"410460 CAPITAO LEONIDAS MARQUES";5;1
"410465 CARAMBEI";5;-
"410470 CARLOPOLIS";2;-
"410480 CASCAVEL";44;9
"410490 CASTRO";24;1
"410500 CATANDUVAS";2;-
"410510 CENTENARIO DO SUL";8;1
"410520 CERRO AZUL";9;-
"410530 CEU AZUL";3;-
"410540 CHOPINZINHO";3;-
"410550 CIANORTE";21;3
"410560 CIDADE GAUCHA";4;-
"410570 CLEVELANDIA";8;-
"410580 COLOMBO";56;6
"410590 COLORADO";4;-
"410600 CONGONHINHAS";3;-
"410610 CONSELHEIRO MAIRINCK";1;1
"410620 CONTENDA";4;1
"410630 CORBELIA";4;-
"410640 CORNELIO PROCOPIO";12;-
"410645 CORONEL DOMINGOS SOARES";2;-
"410650 CORONEL VIVIDA";6;-
"410655 CORUMBATAI DO SUL";2;-
"410657 CRUZEIRO DO IGUACU";3;-
"410660 CRUZEIRO DO OESTE";5;-
"410670 CRUZEIRO DO SUL";-;-
"410680 CRUZ MACHADO";3;-
"410685 CRUZMALTINA";-;-
"410690 CURITIBA";278;34
"410700 CURIUVA";5;-
"410710 DIAMANTE DO NORTE";1;-
"410712 DIAMANTE DO SUL";1;1
"410715 DIAMANTE D'OESTE";3;-
"410720 DOIS VIZINHOS";9;-
"410725 DOURADINA";4;-
"410730 DOUTOR CAMARGO";1;-
"410740 ENEAS MARQUES";-;-
"410750 ENGENHEIRO BELTRAO";5;1
"410752 ESPERANCA NOVA";1;-
"410753 ENTRE RIOS DO OESTE";-;-
"410754 ESPIGAO ALTO DO IGUACU";2;-
"410755 FAROL";2;-
"410760 FAXINAL";5;2
"410765 FAZENDA RIO GRANDE";24;6
"410770 FENIX";-;1
"410773 FERNANDES PINHEIRO";3;-
"410775 FIGUEIRA";2;-
"410780 FLORAI";-;-
"410785 FLOR DA SERRA DO SUL";-;-
"410790 FLORESTA";1;-
"410800 FLORESTOPOLIS";1;-
"410810 FLORIDA";2;-
"410820 FORMOSA DO OESTE";2;-
"410830 FOZ DO IGUACU";65;8
"410832 FRANCISCO ALVES";2;1
"410840 FRANCISCO BELTRAO";11;-
"410845 FOZ DO JORDAO";3;-
"410850 GENERAL CARNEIRO";3;1
"410855 GODOY MOREIRA";-;-
"410860 GOIOERE";7;1
"410865 GOIOXIM";-;1
"410870 GRANDES RIOS";-;-
"410880 GUAIRA";18;-
"410890 GUAIRACA";2;-
"410895 GUAMIRANGA";1;-
"410900 GUAPIRAMA";3;-
"410910 GUAPOREMA";-;-
"410920 GUARACI";1;-
"410930 GUARANIACU";8;2
"410940 GUARAPUAVA";68;7
"410950 GUARAQUECABA";2;-
"410960 GUARATUBA";11;-
"410965 HONORIO SERPA";2;-
"410970 IBAITI";6;-
"410975 IBEMA";1;-
"410980 IBIPORA";9;1
"410990 ICARAIMA";-;-
"411000 IGUARACU";3;-
"411005 IGUATU";-;1
"411007 IMBAU";4;1
"411010 IMBITUVA";7;2
"411020 INACIO MARTINS";4;2
"411030 INAJA";-;-
"411040 INDIANOPOLIS";2;-
"411050 IPIRANGA";5;1
"411060 IPORA";4;-
"411065 IRACEMA DO OESTE";1;-
"411070 IRATI";9;2
"411080 IRETAMA";2;-
"411090 ITAGUAJE";4;-
"411095 ITAIPULANDIA";-;-
"411100 ITAMBARACA";4;1
"411110 ITAMBE";3;1
"411120 ITAPEJARA D'OESTE";2;-
"411125 ITAPERUCU";6;1
"411130 ITAUNA DO SUL";1;-
"411140 IVAI";8;-
"411150 IVAIPORA";4;-
"411155 IVATE";1;-
"411160 IVATUBA";-;-
"411170 JABOTI";-;-
"411180 JACAREZINHO";8;4
"411190 JAGUAPITA";5;-
"411200 JAGUARIAIVA";14;1
"411210 JANDAIA DO SUL";4;1
"411220 JANIOPOLIS";-;-
"411230 JAPIRA";3;-
"411240 JAPURA";1;-
"411250 JARDIM ALEGRE";3;-
"411260 JARDIM OLINDA";1;-
"411270 JATAIZINHO";3;1
"411275 JESUITAS";2;-
"411280 JOAQUIM TAVORA";-;-
"411290 JUNDIAI DO SUL";1;-
"411295 JURANDA";5;-
"411300 JUSSARA";2;1
"411310 KALORE";-;-
"411320 LAPA";13;1
"411325 LARANJAL";1;-
"411330 LARANJEIRAS DO SUL";6;2
"411340 LEOPOLIS";2;-
"411342 LIDIANOPOLIS";3;-
"411345 LINDOESTE";1;-
"411350 LOANDA";4;2
"411360 LOBATO";1;-
"411370 LONDRINA";81;13
"411373 LUIZIANA";1;1
"411375 LUNARDELLI";1;-
"411380 LUPIONOPOLIS";1;-
"411390 MALLET";1;1
"411400 MAMBORE";2;-
"411410 MANDAGUACU";-;-
"411420 MANDAGUARI";11;2
"411430 MANDIRITUBA";7;1
"411435 MANFRINOPOLIS";-;-
"411440 MANGUEIRINHA";8;-
"411450 MANOEL RIBAS";3;-
"411460 MARECHAL CANDIDO RONDON";11;-
"411470 MARIA HELENA";5;-
"411480 MARIALVA";6;2
"411490 MARILANDIA DO SUL";3;-
"411500 MARILENA";1;1
"411510 MARILUZ";5;-
"411520 MARINGA";58;13
"411530 MARIOPOLIS";1;-
"411535 MARIPA";1;-
"411540 MARMELEIRO";4;1
"411545 MARQUINHO";4;-
"411550 MARUMBI";1;-
"411560 MATELANDIA";2;1
"411570 MATINHOS";4;1
"411573 MATO RICO";1;-
"411575 MAUA DA SERRA";4;1
"411580 MEDIANEIRA";11;2
"411585 MERCEDES";-;-
"411590 MIRADOR";-;-
"411600 MIRASELVA";-;-
"411605 MISSAL";-;-
"411610 MOREIRA SALES";3;-
"411620 MORRETES";6;-
"411630 MUNHOZ DE MELO";2;-
"411640 NOSSA SENHORA DAS GRACAS";2;1
"411650 NOVA ALIANCA DO IVAI";-;-
"411660 NOVA AMERICA DA COLINA";1;-
"411670 NOVA AURORA";1;-
"411680 NOVA CANTU";5;-
"411690 NOVA ESPERANCA";3;-
"411695 NOVA ESPERANCA DO SUDOESTE";-;-
"411700 NOVA FATIMA";3;-
"411705 NOVA LARANJEIRAS";12;-
"411710 NOVA LONDRINA";3;-
"411720 NOVA OLIMPIA";2;-
"411721 NOVA SANTA BARBARA";-;1
"411722 NOVA SANTA ROSA";1;-
"411725 NOVA PRATA DO IGUACU";6;-
"411727 NOVA TEBAS";2;-
"411729 NOVO ITACOLOMI";1;-
"411730 ORTIGUEIRA";12;1
"411740 OURIZONA";-;-
"411745 OURO VERDE DO OESTE";3;-
"411750 PAICANDU";12;1
"411760 PALMAS";17;1
"411770 PALMEIRA";10;-
"411780 PALMITAL";9;-
"411790 PALOTINA";6;1
"411800 PARAISO DO NORTE";2;-
"411810 PARANACITY";1;1
"411820 PARANAGUA";59;2
"411830 PARANAPOEMA";-;-
"411840 PARANAVAI";11;5
"411845 PATO BRAGADO";-;-
"411850 PATO BRANCO";22;-
"411860 PAULA FREITAS";-;-
"411870 PAULO FRONTIN";-;-
"411880 PEABIRU";5;-
"411885 PEROBAL";1;-
"411890 PEROLA";3;1
"411900 PEROLA D'OESTE";1;-
"411910 PIEN";2;-
"411915 PINHAIS";38;4
"411920 PINHALAO";2;-
"411925 PINHAL DE SAO BENTO";2;-
"411930 PINHAO";15;3
"411940 PIRAI DO SUL";8;1
"411950 PIRAQUARA";25;3
"411960 PITANGA";5;-
"411965 PITANGUEIRAS";-;-
"411970 PLANALTINA DO PARANA";-;-
"411980 PLANALTO";2;-
"411990 PONTA GROSSA";80;12
"411995 PONTAL DO PARANA";11;2
"412000 PORECATU";4;1
"412010 PORTO AMAZONAS";1;-
"412015 PORTO BARREIRO";1;-
"412020 PORTO RICO";1;-
"412030 PORTO VITORIA";-;-
"412033 PRADO FERREIRA";1;-
"412035 PRANCHITA";-;-
"412040 PRESIDENTE CASTELO BRANCO";1;-
"412050 PRIMEIRO DE MAIO";1;1
"412060 PRUDENTOPOLIS";8;1
"412065 QUARTO CENTENARIO";-;1
"412070 QUATIGUA";2;-
"412080 QUATRO BARRAS";5;-
"412085 QUATRO PONTES";-;-
"412090 QUEDAS DO IGUACU";8;1
"412100 QUERENCIA DO NORTE";5;-
"412110 QUINTA DO SOL";2;-
"412120 QUITANDINHA";3;-
"412125 RAMILANDIA";-;-
"412130 RANCHO ALEGRE";1;-
"412135 RANCHO ALEGRE D'OESTE";1;-
"412140 REALEZA";4;-
"412150 REBOUCAS";7;-
"412160 RENASCENCA";-;-
"412170 RESERVA";9;-
"412175 RESERVA DO IGUACU";1;-
"412180 RIBEIRAO CLARO";4;-
"412190 RIBEIRAO DO PINHAL";4;-
"412200 RIO AZUL";2;-
"412210 RIO BOM";2;1
"412215 RIO BONITO DO IGUACU";-;1
"412217 RIO BRANCO DO IVAI";1;-
"412220 RIO BRANCO DO SUL";15;1
"412230 RIO NEGRO";8;1
"412240 ROLANDIA";18;2
"412250 RONCADOR";5;-
"412260 RONDON";4;-
"412265 ROSARIO DO IVAI";2;-
"412270 SABAUDIA";1;-
"412280 SALGADO FILHO";-;-
"412290 SALTO DO ITARARE";2;-
"412300 SALTO DO LONTRA";-;-
"412310 SANTA AMELIA";1;-
"412320 SANTA CECILIA DO PAVAO";3;-
"412330 SANTA CRUZ DE MONTE CASTELO";3;-
"412340 SANTA FE";2;1
"412350 SANTA HELENA";11;-
"412360 SANTA INES";-;-
"412370 SANTA ISABEL DO IVAI";1;1
"412380 SANTA IZABEL DO OESTE";2;-
"412382 SANTA LUCIA";1;-
"412385 SANTA MARIA DO OESTE";2;-
"412390 SANTA MARIANA";6;1
"412395 SANTA MONICA";2;-
"412400 SANTANA DO ITARARE";2;-
"412402 SANTA TEREZA DO OESTE";2;-
"412405 SANTA TEREZINHA DE ITAIPU";8;-
"412410 SANTO ANTONIO DA PLATINA";16;1
"412420 SANTO ANTONIO DO CAIUA";1;-
"412430 SANTO ANTONIO DO PARAISO";-;-
"412440 SANTO ANTONIO DO SUDOESTE";7;-
"412450 SANTO INACIO";1;-
"412460 SAO CARLOS DO IVAI";1;-
"412470 SAO JERONIMO DA SERRA";5;-
"412480 SAO JOAO";3;-
"412490 SAO JOAO DO CAIUA";3;-
"412500 SAO JOAO DO IVAI";3;-
"412510 SAO JOAO DO TRIUNFO";3;-
"412520 SAO JORGE D'OESTE";-;-
"412530 SAO JORGE DO IVAI";3;1
"412535 SAO JORGE DO PATROCINIO";1;2
"412540 SAO JOSE DA BOA VISTA";1;-
"412545 SAO JOSE DAS PALMEIRAS";4;-
"412550 SAO JOSE DOS PINHAIS";55;5
"412555 SAO MANOEL DO PARANA";-;-
"412560 SAO MATEUS DO SUL";6;2
"412570 SAO MIGUEL DO IGUACU";6;-
"412575 SAO PEDRO DO IGUACU";3;-
"412580 SAO PEDRO DO IVAI";4;1
"412590 SAO PEDRO DO PARANA";1;-
"412600 SAO SEBASTIAO DA AMOREIRA";1;-
"412610 SAO TOME";-;-
"412620 SAPOPEMA";5;-
"412625 SARANDI";24;1
"412627 SAUDADE DO IGUACU";3;-
"412630 SENGES";9;1
"412635 SERRANOPOLIS DO IGUACU";1;-
"412640 SERTANEJA";1;1
"412650 SERTANOPOLIS";4;-
"412660 SIQUEIRA CAMPOS";4;-
"412665 SULINA";1;-
"412667 TAMARANA";9;-
"412670 TAMBOARA";-;-
"412680 TAPEJARA";12;-
"412690 TAPIRA";1;-
"412700 TEIXEIRA SOARES";3;1
"412710 TELEMACO BORBA";22;4
"412720 TERRA BOA";9;1
"412730 TERRA RICA";3;-
"412740 TERRA ROXA";3;-
"412750 TIBAGI";5;-
"412760 TIJUCAS DO SUL";3;1
"412770 TOLEDO";16;3
"412780 TOMAZINA";1;-
"412785 TRES BARRAS DO PARANA";3;-
"412788 TUNAS DO PARANA";5;-
"412790 TUNEIRAS DO OESTE";3;1
"412795 TUPASSI";1;-
"412796 TURVO";5;-
"412800 UBIRATA";4;-
"412810 UMUARAMA";19;1
"412820 UNIAO DA VITORIA";16;-
"412830 UNIFLOR";1;1
"412840 URAI";6;-
"412850 WENCESLAU BRAZ";8;-
"412853 VENTANIA";5;-
"412855 VERA CRUZ DO OESTE";1;-
"412860 VERE";2;-
"412862 ALTO PARAISO";2;-
"412863 DOUTOR ULYSSES";5;1
"412865 VIRMOND";-;-
"412870 VITORINO";2;-
"412880 XAMBRE";2;-
" MUNICIPIO IGNORADO - SC";-;-
"420005 ABDON BATISTA";1;-
"420010 ABELARDO LUZ";4;-
"420020 AGROLANDIA";2;-
"420030 AGRONOMICA";1;-
"420040 AGUA DOCE";3;-
"420050 AGUAS DE CHAPECO";1;-
"420055 AGUAS FRIAS";-;-
"420060 AGUAS MORNAS";-;-
"420070 ALFREDO WAGNER";-;-
"420075 ALTO BELA VISTA";-;-
"420080 ANCHIETA";-;-
"420090 ANGELINA";2;-
"420100 ANITA GARIBALDI";2;-
"420110 ANITAPOLIS";-;-
"420120 ANTONIO CARLOS";1;-
"420125 APIUNA";-;-
"420127 ARABUTA";-;-
"420130 ARAQUARI";5;-
"420140 ARARANGUA";8;-
"420150 ARMAZEM";-;-
"420160 ARROIO TRINTA";-;-
"420165 ARVOREDO";-;-
"420170 ASCURRA";1;-
"420180 ATALANTA";1;-
"420190 AURORA";-;-
"420195 BALNEARIO ARROIO DO SILVA";1;-
"420200 BALNEARIO CAMBORIU";17;1
"420205 BALNEARIO BARRA DO SUL";2;-
"420207 BALNEARIO GAIVOTA";1;-
"420208 BANDEIRANTE";-;-
"420209 BARRA BONITA";-;-
"420210 BARRA VELHA";3;-
"420213 BELA VISTA DO TOLDO";2;-
"420215 BELMONTE";-;-
"420220 BENEDITO NOVO";1;-
"420230 BIGUACU";6;1
"420240 BLUMENAU";47;2
"420243 BOCAINA DO SUL";-;-
"420245 BOMBINHAS";4;-
"420250 BOM JARDIM DA SERRA";-;-
"420253 BOM JESUS";-;-
"420257 BOM JESUS DO OESTE";1;-
"420260 BOM RETIRO";1;-
"420270 BOTUVERA";-;-
"420280 BRACO DO NORTE";3;-
"420285 BRACO DO TROMBUDO";1;-
"420287 BRUNOPOLIS";-;-
"420290 BRUSQUE";11;-
"420300 CACADOR";11;1
"420310 CAIBI";1;-
"420315 CALMON";1;-
"420320 CAMBORIU";16;1
"420325 CAPAO ALTO";-;-
"420330 CAMPO ALEGRE";1;-
"420340 CAMPO BELO DO SUL";-;-
"420350 CAMPO ERE";2;-
"420360 CAMPOS NOVOS";6;-
"420370 CANELINHA";-;-
"420380 CANOINHAS";7;1
"420390 CAPINZAL";4;-
"420395 CAPIVARI DE BAIXO";2;-
"420400 CATANDUVAS";2;-
"420410 CAXAMBU DO SUL";3;-
"420415 CELSO RAMOS";1;-
"420417 CERRO NEGRO";1;-
"420419 CHAPADAO DO LAGEADO";-;-
"420420 CHAPECO";28;-
"420425 COCAL DO SUL";2;-
"420430 CONCORDIA";7;-
"420435 CORDILHEIRA ALTA";-;-
"420440 CORONEL FREITAS";-;-
"420445 CORONEL MARTINS";2;-
"420450 CORUPA";3;-
"420455 CORREIA PINTO";7;-
"420460 CRICIUMA";42;1
"420470 CUNHA PORA";-;-
"420475 CUNHATAI";-;-
"420480 CURITIBANOS";11;-
"420490 DESCANSO";-;-
"420500 DIONISIO CERQUEIRA";5;-
"420510 DONA EMMA";-;-
"420515 DOUTOR PEDRINHO";2;-
"420517 ENTRE RIOS";-;-
"420519 ERMO";-;-
"420520 ERVAL VELHO";3;-
"420530 FAXINAL DOS GUEDES";2;-
"420535 FLOR DO SERTAO";-;-
"420540 FLORIANOPOLIS";33;-
"420543 FORMOSA DO SUL";-;-
"420545 FORQUILHINHA";2;-
"420550 FRAIBURGO";13;-
"420555 FREI ROGERIO";1;-
"420560 GALVAO";2;-
"420570 GAROPABA";1;-
"420580 GARUVA";2;-
"420590 GASPAR";11;1
"420600 GOVERNADOR CELSO RAMOS";1;-
"420610 GRAO PARA";2;-
"420620 GRAVATAL";1;-
"420630 GUABIRUBA";2;-
"420640 GUARACIABA";2;-
"420650 GUARAMIRIM";5;-
"420660 GUARUJA DO SUL";2;-
"420665 GUATAMBU";1;-
"420670 HERVAL D'OESTE";2;-
"420675 IBIAM";1;-
"420680 IBICARE";-;-
"420690 IBIRAMA";4;1
"420700 ICARA";9;-
"420710 ILHOTA";-;1
"420720 IMARUI";3;-
"420730 IMBITUBA";5;-
"420740 IMBUIA";-;-
"420750 INDAIAL";5;1
"420757 IOMERE";-;-
"420760 IPIRA";3;-
"420765 IPORA DO OESTE";-;-
"420768 IPUACU";5;-
"420770 IPUMIRIM";2;-
"420775 IRACEMINHA";-;-
"420780 IRANI";4;-
"420785 IRATI";1;-
"420790 IRINEOPOLIS";3;-
"420800 ITA";3;-
"420810 ITAIOPOLIS";5;-
"420820 ITAJAI";44;1
"420830 ITAPEMA";1;-
"420840 ITAPIRANGA";1;-
"420845 ITAPOA";2;-
"420850 ITUPORANGA";1;-
"420860 JABORA";1;-
"420870 JACINTO MACHADO";-;-
"420880 JAGUARUNA";-;-
"420890 JARAGUA DO SUL";20;2
"420895 JARDINOPOLIS";-;-
"420900 JOACABA";1;-
"420910 JOINVILLE";58;3
"420915 JOSE BOITEUX";2;-
"420917 JUPIA";-;-
"420920 LACERDOPOLIS";1;-
"420930 LAGES";26;2
"420940 LAGUNA";8;-
"420945 LAJEADO GRANDE";-;-
"420950 LAURENTINO";-;-
"420960 LAURO MULLER";2;-
"420970 LEBON REGIS";5;-
"420980 LEOBERTO LEAL";1;1
"420985 LINDOIA DO SUL";-;-
"420990 LONTRAS";2;-
"421000 LUIZ ALVES";2;-
"421003 LUZERNA";1;-
"421005 MACIEIRA";-;-
"421010 MAFRA";8;-
"421020 MAJOR GERCINO";1;-
"421030 MAJOR VIEIRA";1;-
"421040 MARACAJA";1;-
"421050 MARAVILHA";4;-
"421055 MAREMA";1;-
"421060 MASSARANDUBA";2;-
"421070 MATOS COSTA";-;-
"421080 MELEIRO";1;-
"421085 MIRIM DOCE";-;-
"421090 MODELO";-;-
"421100 MONDAI";1;-
"421105 MONTE CARLO";3;-
"421110 MONTE CASTELO";1;-
"421120 MORRO DA FUMACA";1;-
"421125 MORRO GRANDE";1;-
"421130 NAVEGANTES";14;1
"421140 NOVA ERECHIM";-;-
"421145 NOVA ITABERABA";3;-
"421150 NOVA TRENTO";2;-
"421160 NOVA VENEZA";2;-
"421165 NOVO HORIZONTE";2;-
"421170 ORLEANS";5;-
"421175 OTACILIO COSTA";2;-
"421180 OURO";1;-
"421185 OURO VERDE";-;-
"421187 PAIAL";-;-
"421189 PAINEL";-;-
"421190 PALHOCA";14;-
"421200 PALMA SOLA";2;-
"421205 PALMEIRA";-;-
"421210 PALMITOS";3;-
"421220 PAPANDUVA";2;1
"421223 PARAISO";-;-
"421225 PASSO DE TORRES";1;-
"421227 PASSOS MAIA";1;-
"421230 PAULO LOPES";1;-
"421240 PEDRAS GRANDES";-;-
"421250 PENHA";6;-
"421260 PERITIBA";-;-
"421265 PESCARIA BRAVA";-;-
"421270 PETROLANDIA";-;-
"421280 BALNEARIO PICARRAS";3;-
"421290 PINHALZINHO";3;-
"421300 PINHEIRO PRETO";-;-
"421310 PIRATUBA";1;-
"421315 PLANALTO ALEGRE";-;-
"421320 POMERODE";2;-
"421330 PONTE ALTA";4;-
"421335 PONTE ALTA DO NORTE";-;-
"421340 PONTE SERRADA";4;-
"421350 PORTO BELO";5;-
"421360 PORTO UNIAO";9;-
"421370 POUSO REDONDO";2;-
"421380 PRAIA GRANDE";3;-
"421390 PRESIDENTE CASTELLO BRANCO";-;-
"421400 PRESIDENTE GETULIO";4;-
"421410 PRESIDENTE NEREU";1;-
"421415 PRINCESA";-;-
"421420 QUILOMBO";1;-
"421430 RANCHO QUEIMADO";-;-
"421440 RIO DAS ANTAS";1;-
"421450 RIO DO CAMPO";1;-
"421460 RIO DO OESTE";-;-
"421470 RIO DOS CEDROS";1;-
"421480 RIO DO SUL";6;-
"421490 RIO FORTUNA";-;-
"421500 RIO NEGRINHO";8;-
"421505 RIO RUFINO";1;-
"421507 RIQUEZA";2;-
"421510 RODEIO";1;-
"421520 ROMELANDIA";2;-
"421530 SALETE";1;-
"421535 SALTINHO";1;-
"421540 SALTO VELOSO";-;-
"421545 SANGAO";2;-
"421550 SANTA CECILIA";8;-
"421555 SANTA HELENA";-;-
"421560 SANTA ROSA DE LIMA";-;-
"421565 SANTA ROSA DO SUL";-;1
"421567 SANTA TEREZINHA";1;-
"421568 SANTA TEREZINHA DO PROGRESSO";-;-
"421569 SANTIAGO DO SUL";-;-
"421570 SANTO AMARO DA IMPERATRIZ";1;-
"421575 SAO BERNARDINO";-;-
"421580 SAO BENTO DO SUL";15;-
"421590 SAO BONIFACIO";-;-
"421600 SAO CARLOS";1;-
"421605 SAO CRISTOVAO DO SUL";-;-
"421610 SAO DOMINGOS";2;-
"421620 SAO FRANCISCO DO SUL";7;-
"421625 SAO JOAO DO OESTE";-;-
"421630 SAO JOAO BATISTA";2;-
"421635 SAO JOAO DO ITAPERIU";-;-
"421640 SAO JOAO DO SUL";1;-
"421650 SAO JOAQUIM";6;-
"421660 SAO JOSE";23;-
"421670 SAO JOSE DO CEDRO";-;-
"421680 SAO JOSE DO CERRITO";-;-
"421690 SAO LOURENCO DO OESTE";3;-
"421700 SAO LUDGERO";1;-
